	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Настроить (отремонтировать) микрофон на планшете		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), настройка(1;1.0), электроника(1;1.0)
Отремонтировать ноутбук. Провести розетку к рабочему месту		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		socket(1;1.0), провести(1;1.0), ремонт(1;1.0), компьютер(1;1.0)
Необходимо отремонтировать принтер Xerox Phaser 7800		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), электроника(1;1.0)
Ремонт телефона Samsung GALAXY		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Замена стекла на Айфоне 5		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), glass(1;1.0)
Ремонт iPhone3		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Ремонт наручных часов Tissot		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Заменить (перепаять) разъём mini-USB		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0)
Заменить треснувший экран на китайском смартфоне Samsung Note 3		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), замена(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), экран(1;1.0), language(1;1.0)
Ремонт японской автомагнитолы Alpain		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		language(1;1.0), ремонт(1;1.0)
Ремонт автомойки Karcher		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0)
Ремонт iPhone 4, белый		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Восстановить ОС в HTC Hero (Андроид)		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), восстановление(1;1.0)
Требуется ремонт петель ноутбука Lenovo G580		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		ремонт(1;1.0), компьютер(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт видеокамеры Sony		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), видео(1;1.0)
Замена дисплея на телефоне Zopo		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), электроника(1;1.0), телефон(1;1.0), производитель телефонов(1;1.0)
Создавать электронные загадки		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		
Заменить заднюю стенку iPhone 4		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), гаджет(1;1.0)
Отремонтировать планшет LIVTEC LT 701		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), электроника(1;1.0)
HTC Desire X - проблемы с экраном		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт часов		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Ремонт 2-х портативных dvd плееров		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), ремонт(1;1.0)
Починить наушники		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		аудио(1;1.0), ремонт(1;1.0)
Ремонт ноутбука Lenovo		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0), компьютер(1;1.0)
Отремонтировать телефон Nokia lumia 610		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), ремонт(1;1.0)
Замена стекла и сенсорного экрана iphone 5: метро Домодедовская		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), экран(1;1.0), glass(1;1.0), гаджет(1;1.0)
Ремонт iPhone 5 и iPhone 3		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(2;1.0)
Поменять мини джек штекер в студийных наушниках		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), аудио(1;1.0), аудио(1;1.0)
Отремонтировать ТВ		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Замена стекл на iphone 4s (разбился экран айфона )		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), экран(1;1.0), glass(1;1.0), гаджет(1;1.0)
Отремонтировать стиральную машину		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		бытовая техника(1;1.0), бытовая техника(1;1.0), ремонт(1;1.0), машина(1;1.0)
Ремонт планшета Acer 501		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель планшетов(1;1.0), электроника(1;1.0)
Отремонтировать роутер или купить и установить новый		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		установить(1;1.0), ремонт(1;1.0), сеть(1;1.0), купить(1;1.0)
Ремонт корпуса ноутбука lenovo g570		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0), компьютер(1;1.0)
Отремонтировать пульт от телевизора Phillips		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), электроника(1;1.0)
Замена сенсорного стекла на ipad mini		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), производитель наушников(1;1.0), glass(1;1.0), гаджет(1;1.0)
Замена клавиатуры в ноутбуке Aser г. Лобня		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		замена(1;1.0), компьютер(1;1.0)
Ремонт телефона Apple iPhone 4S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт объективов Sigma		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		ремонт(1;1.0), производитель фото(1;1.0)
Отремонтировать гарнитуру Sony headset wireless pro		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт шторки затвора фотоаппарата		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		фото техника(1;1.0), ремонт(1;1.0)
Заменить стекло IPad 2		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		гаджет(1;1.0), замена(1;1.0), glass(1;1.0)
Потекли чернила у струйного принтера		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0)
Починить кнопку включения iPhone 5		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		гаджет(1;1.0), ремонт(1;1.0)
Телефон Apple iPhone 4. Ремонт		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), гаджет(1;1.0)
Отремонтировать эл. книгу WEXLER T7205		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
